GRIDCODE,CVEENTMUN,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
132979,12058,205076.1787,6189.9018
132980,12026,93179.4262,2174.092417
132981,12026,93179.4262,2511.356947
132981,12058,205076.1787,2682.631347
132983,12026,93179.4262,317.3712513
132984,12026,93179.4262,1494.000092
132984,12026,93179.4262,7208.701657
132984,12026,93179.4262,2897.604533
132985,12026,93179.4262,7343.109789
132986,12017,97482.1943,697.0793642
132986,12026,93179.4262,1108.205992
132986,12017,97482.1943,3116.699665
132987,12017,97482.1943,2494.6277
132987,12017,97482.1943,663.5677521
132987,12017,97482.1943,1421.920494
132987,12017,97482.1943,3057.491286
132988,12017,97482.1943,1338.713758
132988,12017,97482.1943,828.3486416
132992,12035,140948.4865,2960.512793
132992,12035,140948.4865,3102.572595
132992,12035,140948.4865,3097.482459
132993,12035,140948.4865,4571.194611
132994,12059,152998.6287,1892.903308
132994,12059,152998.6287,2109.65916
132999,12034,345621.6558,6520.088786
133003,12034,345621.6558,2275.613043
133003,12034,345621.6558,2543.07484
133003,12034,345621.6558,8243.705902
133003,12034,345621.6558,4246.505911
133004,12034,345621.6558,2980.500323
133013,21087,81268.326,7195.103561
133018,21032,27319.2854,8261.843684
133027,21047,151905.0465,8315.292733
133033,21024,42025.1679,3566.951678
133034,21024,42025.1679,5929.24733
133034,21059,30357.356,269.9979811
133037,21059,30357.356,1809.47135
133037,21113,42948.9921,1014.900301
133037,21009,25563.7374,78.35346317
133037,21059,30357.356,5134.19906
133038,21009,25563.7374,1547.647876
133042,21003,149564.2153,4098.337564
133043,21003,149564.2153,5584.381101
133044,21003,149564.2153,2856.393998
133044,21003,149564.2153,1697.952101
133044,21003,149564.2153,1697.824244
133044,21003,149564.2153,2251.54498
133044,21003,149564.2153,1262.283386
133045,21003,149564.2153,984.516993
133049,21127,34931.9087,741.3448622
133050,21127,34931.9087,2929.682129
133052,20459,83063.0434,2866.199308
133053,20459,83063.0434,8485.803883
133054,20022,56884.0282,3584.341307
133054,20459,83063.0434,2712.68372
133055,20022,56884.0282,155.1584999
133055,20459,83063.0434,3557.604708
133056,20459,83063.0434,5224.496766
133057,20459,83063.0434,3209.165647
133057,20459,83063.0434,3178.211014
133058,20459,83063.0434,2900.29667
134038,12058,205076.1787,7155.477375
134040,12058,205076.1787,7017.399881
134043,12026,93179.4262,6179.181403
134043,12026,93179.4262,1340.111664
134046,12017,97482.1943,564.770303
134047,12017,97482.1943,5313.58021
134047,12035,140948.4865,1016.658699
134051,12035,140948.4865,5502.342752
134052,12059,152998.6287,437.1793768
134052,12035,140948.4865,772.3735594
134053,12059,152998.6287,3369.986236
134057,12034,345621.6558,6118.139375
134058,12034,345621.6558,1491.064363
134060,12034,345621.6558,6391.450916
134061,12034,345621.6558,6235.77107
134062,12034,345621.6558,4151.677329
134062,12034,345621.6558,11034.02573
134063,12034,345621.6558,2386.891653
134071,21087,81268.326,3518.121105
134072,21087,81268.326,6158.155343
134077,21032,27319.2854,793.9629777
134078,21032,27319.2854,9329.552093
134085,21047,151905.0465,745.2350217
134086,21047,151905.0465,6653.586699
134093,21024,42025.1679,591.3794574
134093,21059,30357.356,4714.699122
134094,21059,30357.356,2554.135498
134096,21009,25563.7374,477.1391653
134096,21059,30357.356,722.8911241
134097,21009,25563.7374,756.0567703
134097,21059,30357.356,5764.219758
134097,21009,25563.7374,1799.799403
134097,21009,25563.7374,627.4807051
134098,21009,25563.7374,6123.590749
134098,21009,25563.7374,2643.289067
134098,21009,25563.7374,1469.703008
134099,21009,25563.7374,3717.038838
134099,21009,25563.7374,1610.969555
134099,21003,149564.2153,1609.38891
134099,21009,25563.7374,2774.219464
134100,21003,149564.2153,7622.717549
134101,21003,149564.2153,3434.591313
134103,21003,149564.2153,962.1758428
134103,21003,149564.2153,3129.170435
134104,21003,149564.2153,7308.355864
134106,21127,34931.9087,1468.763471
134106,21196,11106.8645,5446.657493
134107,21127,34931.9087,7147.045369
134108,21127,34931.9087,4036.485292
134108,21127,34931.9087,3029.035825
134108,21127,34931.9087,3217.228518
134109,21127,34931.9087,6329.628795
134110,21127,34931.9087,416.1507555
134110,21190,48833.9736,3765.373063
134110,21190,48833.9736,2613.690097
134110,21190,48833.9736,4521.729396
134111,20459,83063.0434,4310.811079
134111,21190,48833.9736,153.2693082
134117,20459,83063.0434,4507.233418
134117,20459,83063.0434,570.5149016
134117,20459,83063.0434,2642.807904
135097,12058,205076.1787,6739.225086
135099,12058,205076.1787,3222.4134
135100,12058,205076.1787,3257.618178
135101,12026,93179.4262,4850.30003
135101,12058,205076.1787,3565.772304
135102,12026,93179.4262,2554.896627
135106,12017,97482.1943,5869.774814
135107,12017,97482.1943,362.6547996
135107,12058,205076.1787,747.0163248
135111,12059,152998.6287,617.5882817
135111,12035,140948.4865,4553.278416
135111,12059,152998.6287,429.4224109
135111,12035,140948.4865,827.8079176
135111,12059,152998.6287,3141.674073
135111,12035,140948.4865,1002.735222
135112,12059,152998.6287,6581.877811
135112,12059,152998.6287,512.2491237
135112,12059,152998.6287,1897.523199
135113,12059,152998.6287,1006.307191
135113,12059,152998.6287,1895.704459
135113,12059,152998.6287,4985.560646
135117,12034,345621.6558,6877.176587
135118,12034,345621.6558,7866.223264
135119,12034,345621.6558,397.4794555
135121,12034,345621.6558,8395.832898
135122,12034,345621.6558,4566.026955
135130,21087,81268.326,6987.647656
135137,21073,24686.8899,3340.360404
135137,21032,27319.2854,1090.746019
135138,21073,24686.8899,550.1713162
135138,21032,27319.2854,7263.977959
135139,21032,27319.2854,188.2621815
135143,21047,151905.0465,2850.496734
135144,21047,151905.0465,7751.753555
135145,21047,151905.0465,3259.930114
135153,21059,30357.356,3455.714693
135153,21157,103347.0258,1798.706463
135154,21157,103347.0258,3830.790134
135156,21009,25563.7374,859.7022641
135156,21059,30357.356,268.3677856
135156,21009,25563.7374,905.2269966
135156,21009,25563.7374,173.5200869
135156,21059,30357.356,5096.001507
135160,21003,149564.2153,192.3588848
135162,21003,149564.2153,3079.657213
135163,21003,149564.2153,2580.057159
135163,21003,149564.2153,1284.977795
135163,21003,149564.2153,7538.831897
135164,21196,11106.8645,1711.792644
135164,21003,149564.2153,6694.719672
135165,21196,11106.8645,3737.576189
135165,21196,11106.8645,210.8381394
135169,21190,48833.9736,6778.176035
135170,21190,48833.9736,1246.764901
135176,20459,83063.0434,5574.562851
136156,12058,205076.1787,6440.120633
136157,12058,205076.1787,985.3057493
136159,12058,205076.1787,1473.372121
136159,12058,205076.1787,5592.514043
136159,12058,205076.1787,8130.144597
136160,12058,205076.1787,299.5508899
136166,12058,205076.1787,4305.076531
136166,12035,140948.4865,2819.797765
136166,12058,205076.1787,30.77868812
136166,12035,140948.4865,7044.209271
136167,12035,140948.4865,1161.268697
136167,12035,140948.4865,834.0089121
136167,12035,140948.4865,1447.84547
136170,12035,140948.4865,6417.165901
136172,12059,152998.6287,225.1009515
136173,12059,152998.6287,7693.527099
136173,12059,152998.6287,1257.056475
136173,12059,152998.6287,1485.647284
136174,12059,152998.6287,27.36239159
136175,12034,345621.6558,4474.45579
136175,12059,152998.6287,1211.523015
136176,12034,345621.6558,2960.513374
136176,12034,345621.6558,4497.754549
136176,12034,345621.6558,1719.828779
136177,12034,345621.6558,1528.10355
136181,12034,345621.6558,12537.97281
136189,21087,81268.326,3643.635835
136190,21087,81268.326,8731.716856
136198,21047,151905.0465,8907.575852
136198,21032,27319.2854,390.9405184
136201,21047,151905.0465,64.64376152
136201,21047,151905.0465,694.9088961
136201,21047,151905.0465,2591.025243
136202,21047,151905.0465,2215.939684
136202,21047,151905.0465,2581.004606
136202,21047,151905.0465,2432.672984
136202,21047,151905.0465,1721.885337
136202,21047,151905.0465,1928.224274
136213,21157,103347.0258,6661.884891
136215,21059,30357.356,253.6265921
136215,21157,103347.0258,6066.546348
136221,21003,149564.2153,2096.767478
136222,21003,149564.2153,1774.335997
136222,21003,149564.2153,10328.71053
136229,21190,48833.9736,8652.807489
136230,21190,48833.9736,529.5681242
137215,12058,205076.1787,348.3594355
137216,12058,205076.1787,7679.994266
137218,12058,205076.1787,6602.364324
137218,12058,205076.1787,1805.137207
137219,12058,205076.1787,1530.985843
137223,12058,205076.1787,77.50582435
137224,12058,205076.1787,4471.660381
137224,12035,140948.4865,3846.181741
137225,12058,205076.1787,280.3680155
137225,12035,140948.4865,2181.771207
137226,12035,140948.4865,6177.218293
137227,12035,140948.4865,2573.382369
137227,12035,140948.4865,1836.675426
137227,12035,140948.4865,1873.341925
137228,12035,140948.4865,4879.602669
137228,12035,140948.4865,2353.102304
137228,12035,140948.4865,1614.344351
137229,12035,140948.4865,207.9244236
137229,12035,140948.4865,1385.780013
137229,12035,140948.4865,3097.752405
137229,12035,140948.4865,1433.218112
137229,12035,140948.4865,1129.698099
137229,12035,140948.4865,753.9192891
137229,12035,140948.4865,2427.040269
137229,12035,140948.4865,2159.669028
137229,12035,140948.4865,4475.798154
137230,12035,140948.4865,3180.453897
137232,12034,345621.6558,5325.412867
137232,12059,152998.6287,2212.756719
137233,12034,345621.6558,1749.814503
137233,12059,152998.6287,4685.057121
137234,12059,152998.6287,874.4158116
137240,12034,345621.6558,13387.96178
137249,21087,81268.326,1435.415802
137250,21087,81268.326,6389.831261
137251,21087,81268.326,6212.358988
137252,21087,81268.326,5112.143279
137252,21087,81268.326,2904.182553
137253,21087,81268.326,3134.621366
137257,21047,151905.0465,1226.349692
137258,21047,151905.0465,6355.685485
137259,21047,151905.0465,2497.201993
137259,21047,151905.0465,6445.629786
137260,21047,151905.0465,7249.270411
137260,21047,151905.0465,3238.014113
137261,21047,151905.0465,7462.916157
137262,21047,151905.0465,42.96887121
137272,21157,103347.0258,5963.78624
137273,21157,103347.0258,4697.2832
137273,21157,103347.0258,601.2569969
137274,21157,103347.0258,4926.406752
137281,21003,149564.2153,4423.443257
137282,21003,149564.2153,5375.033816
137288,21190,48833.9736,1678.197613
137289,21190,48833.9736,4756.492444
138264,12007,87491.0602,7156.172936
138265,12031,48037.7694,7806.084996
138265,12007,87491.0602,3674.253414
138266,12031,48037.7694,6604.420004
138266,12007,87491.0602,1914.498673
138275,12058,205076.1787,4698.50658
138275,12058,205076.1787,1999.638088
138278,12058,205076.1787,9156.536825
138278,12037,75536.6198,1512.885991
138279,12058,205076.1787,2095.334357
138282,12058,205076.1787,8052.361178
138287,12035,140948.4865,6526.138506
138288,12035,140948.4865,491.1687935
138288,12035,140948.4865,2137.890785
138288,12035,140948.4865,3686.174468
138291,12034,345621.6558,1981.896596
138299,12034,345621.6558,12951.17032
138300,12034,345621.6558,6.796211971
138312,21087,81268.326,6959.398
138318,21047,151905.0465,4622.146336
138318,21073,24686.8899,2454.862373
138321,21047,151905.0465,12344.43605
138330,21157,103347.0258,1121.546719
138331,21157,103347.0258,6308.640161
138331,21157,103347.0258,1576.939831
138331,21157,103347.0258,1705.531925
138332,21157,103347.0258,1552.550996
138332,21157,103347.0258,466.0057685
138332,21157,103347.0258,277.2136961
138332,21157,103347.0258,6585.928705
138333,21157,103347.0258,3376.412866
138341,21147,55204.9633,4328.628825
138341,21003,149564.2153,3567.809592
138347,21190,48833.9736,6591.527017
139325,12031,48037.7694,441.5737549
139326,12031,48037.7694,9439.103124
139327,12031,48037.7694,6143.698012
139327,12031,48037.7694,915.9426055
139327,12031,48037.7694,5735.671345
139328,12031,48037.7694,3004.386591
139328,12058,205076.1787,4146.708401
139329,12031,48037.7694,244.1755206
139329,12058,205076.1787,7621.211131
139330,12058,205076.1787,1094.287395
139331,12058,205076.1787,3005.777936
139332,12058,205076.1787,110.5959567
139333,12058,205076.1787,5181.343441
139334,12058,205076.1787,6861.565651
139337,12058,205076.1787,1113.95315
139337,12037,75536.6198,113.2840562
139337,12037,75536.6198,2788.906128
139337,12037,75536.6198,2853.150934
139338,12037,75536.6198,4518.481277
139340,12058,205076.1787,542.2930771
139340,12055,208445.6931,170.9181744
139341,12058,205076.1787,7194.937214
139346,12035,140948.4865,3111.407303
139346,12035,140948.4865,3396.893212
139347,12035,140948.4865,5421.46751
139347,12015,90160.3696,2334.108023
139348,12015,90160.3696,1552.591095
139348,12015,90160.3696,3010.768384
139359,12034,345621.6558,12795.23025
139371,21087,81268.326,4530.313687
139371,21160,25121.324,2312.122562
139376,21073,24686.8899,5386.52094
139376,21073,24686.8899,4192.169542
139377,21073,24686.8899,3037.243022
139380,21047,151905.0465,2584.61418
139381,21047,151905.0465,6451.104102
139381,21085,198558.7712,266.413896
139382,21047,151905.0465,738.7568768
139382,21085,198558.7712,2483.301638
139389,21157,103347.0258,5619.84594
139390,21157,103347.0258,829.003503
139392,21157,103347.0258,6883.378917
139393,21157,103347.0258,1441.260718
139400,21147,55204.9633,6462.137988
139406,21037,34300.7996,633.2124173
139406,21190,48833.9736,7546.378108
139411,21018,51685.8482,4878.118241
140386,12031,48037.7694,3886.929953
140388,12058,205076.1787,263.6806759
140389,12058,205076.1787,5618.123953
140390,12058,205076.1787,3724.808156
140391,12058,205076.1787,1090.48519
140391,12047,71779.8046,579.2337206
140391,12058,205076.1787,2173.861691
140391,12047,71779.8046,2650.254658
140391,12058,205076.1787,4037.072921
140391,12047,71779.8046,2694.402871
140392,12058,205076.1787,1938.175607
140396,12037,75536.6198,2315.408473
140396,12037,75536.6198,3120.485514
140397,12037,75536.6198,6966.403371
140398,12037,75536.6198,6511.260344
140399,12058,205076.1787,1556.027285
140399,12037,75536.6198,1859.587847
140399,12055,208445.6931,3173.05074
140404,12055,208445.6931,6216.776193
140405,12035,140948.4865,2590.735801
140405,12055,208445.6931,576.168171
140407,12015,90160.3696,5481.024048
140407,12015,90160.3696,1214.915857
140417,12034,345621.6558,2103.718677
140418,12034,345621.6558,10441.15967
140430,21087,81268.326,2928.48184
140430,21160,25121.324,3683.91462
140431,21160,25121.324,300.035171
140435,21047,151905.0465,3139.358923
140435,21073,24686.8899,3422.830734
140441,21047,151905.0465,355.4467944
140441,21085,198558.7712,6466.60123
140447,21157,103347.0258,6783.912814
140448,21157,103347.0258,1842.911896
140448,21157,103347.0258,4682.905639
140452,21042,43240.5956,2588.150201
140452,21157,103347.0258,3720.973051
140458,21147,55204.9633,871.9362374
140459,21147,55204.9633,6246.852123
140465,21037,34300.7996,6132.519679
140469,21018,51685.8482,1565.562675
140470,21018,51685.8482,4378.347483
140470,21018,51685.8482,4729.77688
141441,15105,228883.4519,5932.341008
141450,12058,205076.1787,3228.955479
141451,12058,205076.1787,1570.541732
141451,12047,71779.8046,2610.751387
141455,12037,75536.6198,3754.282118
141462,12055,208445.6931,6700.96295
141463,12055,208445.6931,2256.751263
141466,12015,90160.3696,3417.799474
141467,12015,90160.3696,7341.669536
141468,12015,90160.3696,730.5062221
141475,12034,345621.6558,3034.826705
141475,17017,187326.3689,140.2382792
141475,17025,98899.2549,253.8577684
141476,12034,345621.6558,3321.367976
141476,12034,345621.6558,131.7777633
141476,12034,345621.6558,662.6736222
141476,12034,345621.6558,773.9564603
141476,17025,98899.2549,4156.567974
141476,17025,98899.2549,585.4230173
141476,17025,98899.2549,507.0833664
141477,12034,345621.6558,2683.180997
141477,12034,345621.6558,4370.66245
141477,12034,345621.6558,1638.901642
141477,12034,345621.6558,533.048889
141477,12034,345621.6558,567.9137225
141477,17025,98899.2549,482.8369305
141482,17025,98899.2549,1135.857889
141490,21160,25121.324,6701.595192
141493,17003,69256.4773,284.7136372
141493,21047,151905.0465,1868.098722
141493,21047,151905.0465,5000.567474
141493,21047,151905.0465,1122.139126
141494,21047,151905.0465,2155.332558
141494,21047,151905.0465,1546.059503
141494,21051,78281.273,1771.100236
141495,21051,78281.273,864.6540193
141500,21085,198558.7712,3329.299098
141501,21085,198558.7712,6495.267076
141505,21157,103347.0258,65.01993754
141506,21157,103347.0258,7189.25833
141511,21042,43240.5956,7198.763004
141516,21147,55204.9633,2064.676735
141516,21147,55204.9633,1801.743922
141517,21147,55204.9633,3831.512237
141517,21147,55204.9633,2584.795868
141517,21147,55204.9633,2478.744322
141518,21147,55204.9633,165.637263
141524,21037,34300.7996,1224.917298
141524,21037,34300.7996,986.8836137
141524,21037,34300.7996,3675.114845
141524,21082,61708.6343,363.4166604
141524,21037,34300.7996,3487.663435
141525,21037,34300.7996,6504.795223
141526,21037,34300.7996,6228.033557
141527,21018,51685.8482,5005.018906
141527,21037,34300.7996,4827.362707
141528,21018,51685.8482,4541.237248
141529,21018,51685.8482,6290.262907
142500,15105,228883.4519,4699.620321
142501,15105,228883.4519,6681.379778
142510,12058,205076.1787,2115.030745
142510,12047,71779.8046,260.6199743
142510,12058,205076.1787,660.6599961
142510,12047,71779.8046,4755.322339
142514,12037,75536.6198,3489.383689
142520,12055,208445.6931,2193.713132
142521,12055,208445.6931,6828.572873
142521,12055,208445.6931,553.4842306
142521,12055,208445.6931,1870.584438
142526,12015,90160.3696,4544.159806
142527,12015,90160.3696,3098.946508
142527,12015,90160.3696,1408.349798
142527,12015,90160.3696,555.5889924
142527,12015,90160.3696,5096.839146
142527,12015,90160.3696,2283.601113
142532,17017,187326.3689,2198.436952
142533,17017,187326.3689,6932.452449
142534,17017,187326.3689,3564.000298
142535,17025,98899.2549,2712.749945
142535,17025,98899.2549,3021.436531
142536,17025,98899.2549,10427.638
142549,21160,25121.324,6440.799819
142550,17003,69256.4773,3433.028116
142550,21073,24686.8899,895.5718708
142550,21160,25121.324,4211.153092
142550,21073,24686.8899,901.0473192
142550,21073,24686.8899,506.1123962
142550,21160,25121.324,1471.70359
142551,17003,69256.4773,4190.173493
142552,17003,69256.4773,3135.24996
142554,21051,78281.273,2901.617024
142555,21051,78281.273,2752.637734
142559,21085,198558.7712,8674.107014
142564,21085,198558.7712,1452.767373
142564,21157,103347.0258,6771.123374
142570,21042,43240.5956,6678.054629
142573,21147,55204.9633,4265.911467
142574,21147,55204.9633,7171.779952
142575,21147,55204.9633,1554.712462
142577,21147,55204.9633,6336.96948
142583,21082,61708.6343,6096.431292
142584,21082,61708.6343,1063.870142
142588,21018,51685.8482,2803.363517
142589,21018,51685.8482,6579.363283
143560,15105,228883.4519,1294.267004
143561,12031,48037.7694,3815.783524
143561,15105,228883.4519,7682.241104
143569,12047,71779.8046,5845.58653
143569,12047,71779.8046,610.1242275
143570,12047,71779.8046,4280.827535
143572,12037,75536.6198,1716.386608
143573,12037,75536.6198,729.375469
143573,12037,75536.6198,3437.088115
143573,12037,75536.6198,3763.899742
143573,12037,75536.6198,1369.445985
143574,12037,75536.6198,8607.452027
143575,12037,75536.6198,190.5983274
143579,12055,208445.6931,1699.618314
143580,12055,208445.6931,5090.541469
143583,12055,208445.6931,2951.01468
143584,12055,208445.6931,1811.260158
143584,12015,90160.3696,5428.860572
143585,12015,90160.3696,1509.51506
143585,12015,90160.3696,5631.442974
143586,12015,90160.3696,6633.434137
143591,17017,187326.3689,5722.591432
143591,17017,187326.3689,1600.217505
143594,17017,187326.3689,1142.00151
143594,17025,98899.2549,12995.26651
143609,17003,69256.4773,4940.332272
143609,17003,69256.4773,850.4170528
143609,17003,69256.4773,1175.108976
143610,17003,69256.4773,624.8996568
143610,17003,69256.4773,3082.025517
143610,17003,69256.4773,4822.274088
143611,17003,69256.4773,2962.411708
143611,21051,78281.273,3534.765603
143612,21051,78281.273,6410.923579
143613,21051,78281.273,547.1860653
143613,21051,78281.273,146.0294089
143613,21051,78281.273,88.80900622
143613,21051,78281.273,6044.100447
143614,21051,78281.273,2553.527497
143614,21051,78281.273,563.6944166
143615,21051,78281.273,3818.607105
143618,21085,198558.7712,6603.210948
143622,21085,198558.7712,7046.065254
143623,21085,198558.7712,1342.255291
143623,21085,198558.7712,1206.830085
143623,21085,198558.7712,2098.328554
143629,21042,43240.5956,5914.996692
143629,21042,43240.5956,1075.38416
143629,21042,43240.5956,1035.61108
143629,21042,43240.5956,353.1577293
143630,21042,43240.5956,6362.803277
143631,21042,43240.5956,6895.04363
143632,21042,43240.5956,2184.569998
143632,21147,55204.9633,1403.609584
143636,21147,55204.9633,1935.942714
143636,21147,55204.9633,1699.372107
143636,21169,62880.6776,4468.833798
143641,21082,61708.6343,4136.393115
143642,21082,61708.6343,1982.172684
143642,21082,61708.6343,1748.505942
143642,21082,61708.6343,620.0672295
143642,21082,61708.6343,4084.12433
143642,21082,61708.6343,4753.160521
143643,21082,61708.6343,802.0362266
143643,21082,61708.6343,7289.911879
143644,21037,34300.7996,600.2967853
143644,21082,61708.6343,3313.363465
143648,21018,51685.8482,1377.580584
144620,15105,228883.4519,1784.440079
144621,15105,228883.4519,10385.84281
144629,12047,71779.8046,5543.429683
144630,12047,71779.8046,3707.371296
144632,12037,75536.6198,7749.859534
144633,12037,75536.6198,1339.786892
144634,12037,75536.6198,6715.404374
144634,12055,208445.6931,4386.009627
144635,12055,208445.6931,1077.871142
144635,12055,208445.6931,1772.949992
144635,12055,208445.6931,1939.800528
144636,12055,208445.6931,3426.182023
144638,12055,208445.6931,7321.597852
144644,12015,90160.3696,5969.51781
144644,12015,90160.3696,1224.688772
144644,12015,90160.3696,1419.219711
144644,12015,90160.3696,2962.827709
144645,12015,90160.3696,1224.833968
144645,12015,90160.3696,1093.360066
144650,17017,187326.3689,6527.268218
144652,17012,184106.992,1945.739732
144653,17012,184106.992,2476.063312
144653,17025,98899.2549,8443.565403
144656,17025,98899.2549,216.7383149
144657,17025,98899.2549,4770.722728
144666,17019,70470.6683,2726.159289
144668,17003,69256.4773,817.0693247
144668,17003,69256.4773,513.2691883
144668,17003,69256.4773,1745.003234
144669,17003,69256.4773,3213.303252
144669,17003,69256.4773,3784.563828
144669,17003,69256.4773,2855.277464
144670,17003,69256.4773,2545.132426
144673,21051,78281.273,3809.621293
144673,21051,78281.273,1473.703947
144673,21051,78281.273,10.85701535
144673,21051,78281.273,437.6752879
144674,21051,78281.273,4255.945423
144674,21051,78281.273,2526.893436
144674,21051,78281.273,753.8239149
144675,21051,78281.273,252.7296418
144677,21085,198558.7712,4368.658576
144677,21085,198558.7712,1566.193461
144680,21085,198558.7712,677.3502431
144680,21085,198558.7712,4629.811529
144680,21085,198558.7712,789.7810251
144681,21085,198558.7712,3017.691259
144683,21085,198558.7712,3321.626422
144684,21007,57962.3527,2722.993002
144684,21085,198558.7712,4172.021893
144685,21007,57962.3527,1301.501645
144685,21007,57962.3527,5946.350317
144688,21042,43240.5956,747.5453764
144689,21042,43240.5956,2206.515822
144689,21206,99006.8118,4219.381263
144695,21169,62880.6776,895.2431574
144696,21169,62880.6776,6653.394783
144697,21169,62880.6776,5809.959146
144699,21082,61708.6343,2919.115797
144700,21082,61708.6343,4981.4253
144702,21082,61708.6343,7236.518158
144703,21082,61708.6343,1027.547483
144703,21092,34697.2478,4161.450031
144704,21092,34697.2478,3553.583024
145680,15105,228883.4519,4105.249486
145681,12058,205076.1787,943.2149398
145681,15105,228883.4519,4688.284254
145689,12047,71779.8046,4454.349703
145689,12047,71779.8046,2476.000176
145689,12047,71779.8046,588.5219555
145689,12047,71779.8046,1762.21459
145691,12037,75536.6198,113.8029785
145691,12047,71779.8046,4143.57892
145694,12055,208445.6931,8774.098467
145695,12055,208445.6931,5883.989217
145696,12055,208445.6931,7009.031161
145697,12055,208445.6931,1335.526148
145697,12055,208445.6931,1660.169939
145697,12055,208445.6931,2523.764971
145697,12055,208445.6931,5843.098826
145697,12055,208445.6931,4230.739487
145697,12055,208445.6931,1201.393791
145697,12055,208445.6931,883.0222485
145698,12055,208445.6931,6228.822053
145698,12055,208445.6931,2434.506095
145698,12055,208445.6931,687.7123458
145699,12055,208445.6931,1872.378309
145699,12055,208445.6931,1069.539797
145700,12055,208445.6931,2043.818859
145701,12055,208445.6931,7144.238891
145702,12055,208445.6931,4083.132401
145702,12015,90160.3696,2056.465057
145703,12055,208445.6931,67.2443017
145703,12015,90160.3696,3992.658733
145703,12015,90160.3696,2894.126832
145704,12015,90160.3696,6048.550219
145704,17001,62081.4432,3533.671454
145709,17012,184106.992,2647.08605
145709,17012,184106.992,5432.691628
145709,17017,187326.3689,326.6844409
145709,17012,184106.992,1457.647749
145711,17012,184106.992,14344.46728
145715,17025,98899.2549,7555.034744
145716,17025,98899.2549,5839.23436
145717,17025,98899.2549,798.5711933
145725,17019,70470.6683,6004.348512
145725,17003,69256.4773,1142.809112
145726,17003,69256.4773,2720.254268
145728,17003,69256.4773,939.6121575
145728,17003,69256.4773,7050.461831
145729,21051,78281.273,6810.693924
145733,21051,78281.273,1416.373423
145733,21051,78281.273,3581.196634
145733,21051,78281.273,2231.458482
145733,21051,78281.273,755.2483728
145733,21051,78281.273,302.4925736
145734,21021,5057.677,871.8773167
145736,21085,198558.7712,6150.322396
145736,21085,198558.7712,2036.033929
145736,21085,198558.7712,80.37639294
145739,21085,198558.7712,2359.501502
145739,21085,198558.7712,6178.60041
145739,21085,198558.7712,1327.517397
145744,21007,57962.3527,6830.619565
145748,21206,99006.8118,4405.838888
145749,21206,99006.8118,5337.247222
145749,21206,99006.8118,1256.294995
145749,21206,99006.8118,1289.388989
145750,21206,99006.8118,1872.781229
145750,21206,99006.8118,2953.41963
145756,21169,62880.6776,6549.19865
145757,21169,62880.6776,772.9512146
145758,21082,61708.6343,2846.00762
145758,21169,62880.6776,4053.020693
145761,21082,61708.6343,2222.959658
145762,21082,61708.6343,4221.606776
145762,21092,34697.2478,356.4968781
145763,21092,34697.2478,3811.005529
145764,21092,34697.2478,6432.530907
145765,21092,34697.2478,9606.577795
146736,15105,228883.4519,752.2389434
146739,15105,228883.4519,152.6533427
146740,12058,205076.1787,3633.201132
146741,12058,205076.1787,7682.070138
146742,12058,205076.1787,1559.590329
146747,12047,71779.8046,224.5719008
146748,12047,71779.8046,6530.32718
146748,12047,71779.8046,3476.132151
146749,12047,71779.8046,4543.913854
146753,12055,208445.6931,152.9918171
146753,12055,208445.6931,2693.931282
146754,12060,86713.6515,2248.713798
146754,12055,208445.6931,2772.703991
146755,12055,208445.6931,1817.254856
146755,12060,86713.6515,385.8953943
146755,12055,208445.6931,1286.922898
146755,12055,208445.6931,1650.647708
146756,12055,208445.6931,655.2488937
146756,12060,86713.6515,3151.310637
146756,12055,208445.6931,4813.140773
146756,12060,86713.6515,1976.374525
146756,12055,208445.6931,1367.460978
146756,12055,208445.6931,325.4259618
146757,12055,208445.6931,1387.586746
146758,12055,208445.6931,3564.442638
146758,12055,208445.6931,3675.602351
146758,12055,208445.6931,4429.687303
146759,12055,208445.6931,5699.45252
146763,17001,62081.4432,735.7897722
146764,17001,62081.4432,8992.083953
146767,17012,184106.992,1386.6392
146767,17017,187326.3689,5288.711351
146768,17012,184106.992,1490.454521
146768,17012,184106.992,5648.43187
146768,17012,184106.992,882.1944294
146768,17012,184106.992,823.7896814
146768,17012,184106.992,4546.794181
146769,17012,184106.992,347.9202218
146769,17012,184106.992,13822.86457
146770,17012,184106.992,1135.66046
146770,17012,184106.992,4999.583568
146771,17012,184106.992,3951.239229
146772,17012,184106.992,216.2122037
146773,17025,98899.2549,5539.012028
146774,17025,98899.2549,3697.988136
146776,17004,141371.4769,4511.387238
146776,17025,98899.2549,5183.372834
146783,17019,70470.6683,20.52701966
146784,17019,70470.6683,3845.982196
146784,17019,70470.6683,3165.971432
146784,17003,69256.4773,2121.897016
146784,17019,70470.6683,3070.875604
146785,17003,69256.4773,3122.025337
146786,17003,69256.4773,1714.913452
146787,17003,69256.4773,4746.004605
146788,21051,78281.273,7374.814443
146792,21051,78281.273,1962.938095
146793,21051,78281.273,2221.330061
146793,21051,78281.273,1969.153654
146793,21051,78281.273,274.673913
146793,21085,198558.7712,1981.199287
146793,21051,78281.273,20.80079476
146793,21085,198558.7712,2061.236807
146793,21085,198558.7712,948.6392407
146793,21051,78281.273,1372.820208
