GRIDCODE,CVENTMUN,LONG_CARR_x_CELDA x CARRILES,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m)
199620,16070,3207893400,16463.17033
199621,16070,3207909470,16463.17033
198562,16070,3190891340,16463.17033
197503,16070,3173873210,16463.17033
197504,16070,3173889280,16463.17033
199620,16094,3212684280,34090.99529
200679,16094,3229727826,34090.99529
199620,16094,3212684280,34090.99529
201738,16094,3246771372,34090.99529
200679,16094,3229727826,34090.99529
197512,16044,3168882528,74532.54641
198572,16044,3185889168,74532.54641
197512,16044,3168882528,74532.54641
197513,16044,3168898572,74532.54641
199631,16044,3202879764,74532.54641
198572,16044,3185889168,74532.54641
199631,16063,3206672753,154034.1765
200690,16063,3223683470,154034.1765
199631,16063,3206672753,154034.1765
200690,16063,3223683470,154034.1765
200690,16063,3223683470,154034.1765
200691,16063,3223699533,154034.1765
202797,16094,3263814918,34090.99529
201738,16094,3246771372,34090.99529
205974,16028,3301351272,131181.0159
204915,16028,3284377620,131181.0159
203856,16028,3267403968,131181.0159
202797,16028,3250430316,131181.0159
207033,16028,3318324924,131181.0159
205974,16028,3301351272,131181.0159
207033,16028,3318324924,131181.0159
208093,16109,3352170137,52072.31047
208094,16109,3352186246,52072.31047
207033,16109,3335094597,52072.31047
207034,16109,3335110706,52072.31047
207035,16109,3335126815,52072.31047
208094,16109,3352186246,52072.31047
208094,16109,3352186246,52072.31047
208094,16109,3352186246,52072.31047
211268,16069,3394865492,122311.1201
210209,16069,3377848421,122311.1201
209154,16109,3369261786,52072.31047
208094,16109,3352186246,52072.31047
208095,16109,3352202355,52072.31047
212331,16060,3410035860,38415.74263
211272,16060,3393028320,38415.74263
211273,16060,3393044380,38415.74263
210214,16060,3376036840,38415.74263
209154,16060,3359013240,38415.74263
209155,16060,3359029300,38415.74263
213389,16069,3428947841,122311.1201
213390,16069,3428963910,122311.1201
212331,16069,3411946839,122311.1201
213388,16069,3428931772,122311.1201
213389,16069,3428947841,122311.1201
212328,16069,3411898632,122311.1201
212329,16069,3411914701,122311.1201
211268,16069,3394865492,122311.1201
211269,16069,3394881561,122311.1201
213389,16069,3428947841,122311.1201
215504,16069,3462933776,122311.1201
215504,16069,3462933776,122311.1201
214447,16069,3445948843,122311.1201
214448,16069,3445964912,122311.1201
213389,16069,3428947841,122311.1201
215504,16069,3462933776,122311.1201
215505,16069,3462949845,122311.1201
214446,16069,3445932774,122311.1201
214447,16069,3445948843,122311.1201
214447,16069,3445948843,122311.1201
214448,16069,3445964912,122311.1201
215507,11023,2375533661,420328.6373
214448,11023,2363860304,420328.6373
215507,11023,2375533661,420328.6373
215507,11023,2375533661,420328.6373
215507,11023,2375533661,420328.6373
215507,11023,2375533661,420328.6373
216568,11023,2387229064,420328.6373
215507,11023,2375533661,420328.6373
215508,11023,2375544684,420328.6373
215509,11023,2375555707,420328.6373
219744,11023,2422238112,420328.6373
218685,11023,2410564755,420328.6373
217625,11023,2398880375,420328.6373
217626,11023,2398891398,420328.6373
216566,11023,2387207018,420328.6373
215507,11023,2375533661,420328.6373
216568,11023,2387229064,420328.6373
216568,11023,2387229064,420328.6373
216569,11023,2387240087,420328.6373
215510,11023,2375566730,420328.6373
215511,11023,2375577753,420328.6373
215511,11023,2375577753,420328.6373
216570,11023,2387251110,420328.6373
216574,11023,2387295202,420328.6373
216575,11023,2387306225,420328.6373
215511,11023,2375577753,420328.6373
215512,11023,2375588776,420328.6373
215513,11023,2375599799,420328.6373
215514,11023,2375610822,420328.6373
215515,11023,2375621845,420328.6373
217634,11023,2398979582,420328.6373
217635,11023,2398990605,420328.6373
216575,11023,2387306225,420328.6373
223980,14048,3146471040,202312.6461
222921,14048,3131594208,202312.6461
222921,11008,2453914368,234511.2004
222921,11023,2457258183,420328.6373
221862,11023,2445584826,420328.6373
220803,11023,2433911469,420328.6373
219744,11023,2422238112,420328.6373
227153,14048,3191045344,202312.6461
226094,14048,3176168512,202312.6461
226095,14048,3176182560,202312.6461
226096,14048,3176196608,202312.6461
226097,14048,3176210656,202312.6461
225037,14048,3161319776,202312.6461
225038,14048,3161333824,202312.6461
225038,14048,3161333824,202312.6461
225039,14048,3161347872,202312.6461
225039,14048,3161347872,202312.6461
223980,14048,3146471040,202312.6461
226098,14048,3176224704,202312.6461
226099,14048,3176238752,202312.6461
225039,14048,3161347872,202312.6461
226099,11008,2488897792,234511.2004
226100,11008,2488908800,234511.2004
226101,11008,2488919808,234511.2004
217635,11023,2398990605,420328.6373
218695,11023,2410674985,420328.6373
218696,11023,2410686008,420328.6373
218697,11023,2410697031,420328.6373
217635,11023,2398990605,420328.6373
217636,11023,2399001628,420328.6373
218697,11023,2410697031,420328.6373
218698,11023,2410708054,420328.6373
218698,11001,2405896698,190892.1905
218699,11001,2405907699,190892.1905
218700,11001,2405918700,190892.1905
218700,11001,2405918700,190892.1905
218701,11001,2405929701,190892.1905
218701,11001,2405929701,190892.1905
225050,11012,2478250600,87700.38533
225054,11001,2475819054,190892.1905
223995,11001,2464168995,190892.1905
223996,11001,2464179996,190892.1905
222937,11001,2452529937,190892.1905
225050,11012,2478250600,87700.38533
225051,11012,2478261612,87700.38533
225052,11012,2478272624,87700.38533
225053,11012,2478283636,87700.38533
223992,11012,2466599904,87700.38533
223993,11012,2466610916,87700.38533
225053,11001,2475808053,190892.1905
225054,11001,2475819054,190892.1905
220820,11001,2429240820,190892.1905
219760,11001,2417579760,190892.1905
219761,11001,2417590761,190892.1905
218701,11001,2405929701,190892.1905
222937,11001,2452529937,190892.1905
222938,11001,2452540938,190892.1905
222938,11017,2456107946,517757.2161
222939,11017,2456118963,517757.2161
225064,11027,2481780728,248331.5787
227180,11017,2502842060,517757.2161
226121,11017,2491175057,517757.2161
226122,11017,2491186074,517757.2161
225063,11017,2479519071,517757.2161
225064,11017,2479530088,517757.2161
227153,14048,3191045344,202312.6461
226098,14048,3176224704,202312.6461
225039,14048,3161347872,202312.6461
228217,11008,2512212736,234511.2004
228218,11008,2512223744,234511.2004
227158,11008,2500555264,234511.2004
226098,11008,2488886784,234511.2004
226099,11008,2488897792,234511.2004
229276,11008,2523870208,234511.2004
228217,11008,2512212736,234511.2004
228218,11008,2512223744,234511.2004
229276,11008,2523870208,234511.2004
228224,11008,2512289792,234511.2004
228225,11008,2512300800,234511.2004
227161,11008,2500588288,234511.2004
227162,11008,2500599296,234511.2004
227163,11008,2500610304,234511.2004
227164,11008,2500621312,234511.2004
227165,11008,2500632320,234511.2004
226101,11008,2488919808,234511.2004
226102,11008,2488930816,234511.2004
228224,11012,2513202688,87700.38533
228225,11012,2513213700,87700.38533
228225,11012,2513213700,87700.38533
228226,11012,2513224712,87700.38533
227167,11012,2501563004,87700.38533
226108,11012,2489901296,87700.38533
225049,11012,2478239588,87700.38533
225050,11012,2478250600,87700.38533
227179,11017,2502831043,517757.2161
227179,11017,2502831043,517757.2161
227180,11017,2502842060,517757.2161
237766,11037,2624223342,262554.9829
237766,11037,2624223342,262554.9829
238827,11037,2635933599,262554.9829
238828,11037,2635944636,262554.9829
237766,11037,2624223342,262554.9829
237767,11037,2624234379,262554.9829
237768,11037,2624245416,262554.9829
238828,11015,2630690420,269167.3958
238829,11015,2630701435,269167.3958
236710,11037,2612568270,262554.9829
235651,11037,2600880087,262554.9829
238829,11015,2630701435,269167.3958
237769,11015,2619025535,269167.3958
237770,11015,2619036550,269167.3958
236710,11015,2607360650,269167.3958
238829,11015,2630701435,269167.3958
238829,11015,2630701435,269167.3958
238829,11015,2630701435,269167.3958
238829,11015,2630701435,269167.3958
239888,11015,2642366320,269167.3958
238829,11015,2630701435,269167.3958
238829,11015,2630701435,269167.3958
239888,11015,2642366320,269167.3958
239888,11015,2642366320,269167.3958
239888,11015,2642366320,269167.3958
239889,11015,2642377335,269167.3958
239889,11015,2642377335,269167.3958
239889,11015,2642377335,269167.3958
253635,14053,3564332655,590199.2845
252576,14053,3549450528,590199.2845
251517,14053,3534568401,590199.2845
251518,14053,3534582454,590199.2845
251519,14053,3534596507,590199.2845
250460,14053,3519714380,590199.2845
250461,14053,3519728433,590199.2845
249402,14053,3504846306,590199.2845
249403,14053,3504860359,590199.2845
248344,14053,3489978232,590199.2845
248344,14109,3503885496,203855.2861
248344,11020,2736750880,462592.2747
248345,11020,2736761900,462592.2747
247286,11020,2725091720,462592.2747
246227,11020,2713421540,462592.2747
246228,11020,2713432560,462592.2747
246229,11020,2713443580,462592.2747
245170,11020,2701773400,462592.2747
259982,14035,3648847370,401933.4854
258923,14035,3633984305,401933.4854
258924,14035,3633998340,401933.4854
258925,14035,3634012375,401933.4854
258925,14053,3638673025,590199.2845
257866,14053,3623790898,590199.2845
257867,14053,3623804951,590199.2845
256808,14053,3608922824,590199.2845
256808,14053,3608922824,590199.2845
256809,14053,3608936877,590199.2845
255750,14053,3594054750,590199.2845
254691,14053,3579172623,590199.2845
254692,14053,3579186676,590199.2845
254692,14053,3579186676,590199.2845
253633,14053,3564304549,590199.2845
253634,14053,3564318602,590199.2845
253634,14053,3564318602,590199.2845
254693,14053,3579200729,590199.2845
254694,14053,3579214782,590199.2845
253634,14053,3564318602,590199.2845
254694,14053,3579214782,590199.2845
253635,14053,3564332655,590199.2845
259994,14053,3653695682,590199.2845
258933,14053,3638785449,590199.2845
258934,14053,3638799502,590199.2845
258935,14053,3638813555,590199.2845
257874,14053,3623903322,590199.2845
256814,14053,3609007142,590199.2845
256815,14053,3609021195,590199.2845
255754,14053,3594110962,590199.2845
255755,14053,3594125015,590199.2845
254694,14053,3579214782,590199.2845
254695,14053,3579228835,590199.2845
243055,11020,2678466100,462592.2747
271631,1010,274347310,166810.0535
271632,14053,3817244496,590199.2845
271633,14053,3817258549,590199.2845
270574,14053,3802376422,590199.2845
270575,14053,3802390475,590199.2845
271631,1010,274347310,166810.0535
271632,1010,274348320,166810.0535
270575,14053,3802390475,590199.2845
270575,14053,3802390475,590199.2845
270576,14053,3802404528,590199.2845
271631,1010,274347310,166810.0535
272702,14064,3835280928,183469.6782
272703,14064,3835294992,183469.6782
271640,14064,3820344960,183469.6782
271641,14064,3820359024,183469.6782
271642,14064,3820373088,183469.6782
271643,14064,3820387152,183469.6782
270581,14064,3805451184,183469.6782
270582,14064,3805465248,183469.6782
270576,14053,3802404528,590199.2845
270577,14053,3802418581,590199.2845
270581,14053,3802474793,590199.2845
269518,14053,3787536454,590199.2845
269519,14053,3787550507,590199.2845
269520,14053,3787564560,590199.2845
269521,14053,3787578613,590199.2845
269522,14053,3787592666,590199.2845
270589,14064,3805563696,183469.6782
269530,14064,3790669920,183469.6782
268471,14064,3775776144,183469.6782
267411,14064,3760868304,183469.6782
267412,14064,3760882368,183469.6782
266352,14064,3745974528,183469.6782
265293,14064,3731080752,183469.6782
264233,14064,3716172912,183469.6782
264234,14064,3716186976,183469.6782
263174,14064,3701279136,183469.6782
262114,14064,3686371296,183469.6782
262115,14064,3686385360,183469.6782
262114,14053,3683488042,590199.2845
261054,14053,3668591862,590199.2845
261055,14053,3668605915,590199.2845
259994,14053,3653695682,590199.2845
259995,14053,3653709735,590199.2845
262125,11030,2891238750,465867.9632
262126,11030,2891249780,465867.9632
262127,11030,2891260810,465867.9632
261068,11030,2879580040,465867.9632
261069,11030,2879591070,465867.9632
260010,11030,2867910300,465867.9632
260011,11030,2867921330,465867.9632
260012,11030,2867932360,465867.9632
258953,11030,2856251590,465867.9632
262125,11030,2891238750,465867.9632
263182,11022,2900792004,149676.2923
263183,11022,2900803026,149676.2923
262124,11022,2889130728,149676.2923
262125,11022,2889141750,149676.2923
265298,11022,2924114556,149676.2923
265299,11022,2924125578,149676.2923
264240,11022,2912453280,149676.2923
264240,11022,2912453280,149676.2923
264241,11022,2912464302,149676.2923
263182,11022,2900792004,149676.2923
268474,11022,2959120428,149676.2923
267415,11022,2947448130,149676.2923
266356,11022,2935775832,149676.2923
266357,11022,2935786854,149676.2923
265298,11022,2924114556,149676.2923
272707,14064,3835351248,183469.6782
271648,14064,3820457472,183469.6782
270589,14064,3805563696,183469.6782
272707,14064,3835351248,183469.6782
272708,14064,3835365312,183469.6782
271649,14064,3820471536,183469.6782
271650,14064,3820485600,183469.6782
270591,14064,3805591824,183469.6782
270591,11022,2982454002,149676.2923
269532,11022,2970781704,149676.2923
269533,11022,2970792726,149676.2923
268474,11022,2959120428,149676.2923
199652,16018,3198025736,128389.8563
198593,16018,3181062674,128389.8563
197534,16018,3164099612,128389.8563
199652,16020,3198425040,73036.81822
198593,16020,3181459860,73036.81822
197534,16020,3164494680,73036.81822
199652,16020,3198425040,73036.81822
200711,16020,3215390220,73036.81822
199652,16020,3198425040,73036.81822
204947,16020,3283250940,73036.81822
203888,16020,3266285760,73036.81822
202829,16020,3249320580,73036.81822
201770,16020,3232355400,73036.81822
200711,16020,3215390220,73036.81822
204947,11041,2262819827,44159.04124
204946,11041,2262808786,44159.04124
204947,11041,2262819827,44159.04124
206005,11041,2274501205,44159.04124
204946,11041,2262808786,44159.04124
206005,11021,2270381105,58956.67765
207064,11041,2286193624,44159.04124
206005,11041,2274501205,44159.04124
206005,11021,2270381105,58956.67765
206005,11021,2270381105,58956.67765
207064,11041,2286193624,44159.04124
210240,11046,2322311040,220139.2207
209181,11046,2310613326,220139.2207
209182,11046,2310624372,220139.2207
207064,11041,2286193624,44159.04124
208123,11041,2297886043,44159.04124
208124,11041,2297897084,44159.04124
207064,11041,2286193624,44159.04124
209183,11046,2310635418,220139.2207
208123,11046,2298926658,220139.2207
208124,11046,2298937704,220139.2207
209182,11046,2310624372,220139.2207
209183,11046,2310635418,220139.2207
209183,11046,2310635418,220139.2207
209184,11046,2310646464,220139.2207
210243,11046,2322344178,220139.2207
210244,11046,2322355224,220139.2207
209184,11046,2310646464,220139.2207
209185,11046,2310657510,220139.2207
209186,11046,2310668556,220139.2207
210246,11028,2318592888,191653.2436
209186,11028,2306903208,191653.2436
209187,11028,2306914236,191653.2436
209186,11046,2310668556,220139.2207
207074,11028,2283612072,191653.2436
206015,11028,2271933420,191653.2436
206016,11028,2271944448,191653.2436
206016,11002,2266588032,286077.3424
204957,11002,2254936914,286077.3424
204958,11002,2254947916,286077.3424
203899,11002,2243296798,286077.3424
209192,11028,2306969376,191653.2436
208133,11028,2295290724,191653.2436
207074,11028,2283612072,191653.2436
210252,11028,2318659056,191653.2436
209192,11028,2306969376,191653.2436
209193,11028,2306980404,191653.2436
197546,16110,3182466060,334074.8329
197550,16110,3182530500,334074.8329
197546,16110,3182466060,334074.8329
197547,16110,3182482170,334074.8329
200724,11002,2208365448,286077.3424
200725,11002,2208376450,286077.3424
199665,11002,2196714330,286077.3424
198606,11002,2185063212,286077.3424
197547,11002,2173412094,286077.3424
201784,11002,2220027568,286077.3424
200725,11002,2208376450,286077.3424
201784,11002,2220027568,286077.3424
197559,16050,3170821950,233245.1395
197559,16050,3170821950,233245.1395
197558,16050,3170805900,233245.1395
197559,16050,3170821950,233245.1395
197558,16050,3170805900,233245.1395
197559,16050,3170821950,233245.1395
197559,16050,3170821950,233245.1395
197559,16050,3170821950,233245.1395
197560,16050,3170838000,233245.1395
200732,11038,2215679816,38650.09099
200733,11038,2215690854,38650.09099
197558,16050,3170805900,233245.1395
199674,16050,3204767700,233245.1395
199675,16050,3204783750,233245.1395
198616,16050,3187786800,233245.1395
198617,16050,3187802850,233245.1395
197558,16050,3170805900,233245.1395
200733,11038,2215690854,38650.09099
199674,11038,2204001612,38650.09099
201784,11002,2220027568,286077.3424
202844,11002,2231689688,286077.3424
201784,11002,2220027568,286077.3424
201785,11002,2220038570,286077.3424
202842,11002,2231667684,286077.3424
202843,11002,2231678686,286077.3424
202843,11002,2231678686,286077.3424
202844,11002,2231689688,286077.3424
203899,11002,2243296798,286077.3424
203900,11002,2243307800,286077.3424
202841,11002,2231656682,286077.3424
202842,11002,2231667684,286077.3424
202844,11002,2231689688,286077.3424
202844,11002,2231689688,286077.3424
202844,11002,2231689688,286077.3424
202844,11002,2231689688,286077.3424
202844,11002,2231689688,286077.3424
201790,11038,2227358020,38650.09099
202844,11002,2231689688,286077.3424
202845,11002,2231700690,286077.3424
202846,11002,2231711692,286077.3424
202847,11002,2231722694,286077.3424
202848,11002,2231733696,286077.3424
201789,11002,2220082578,286077.3424
201790,11002,2220093580,286077.3424
207085,11019,2281869615,214725.2495
207086,11019,2281880634,214725.2495
207087,11019,2281891653,214725.2495
206025,11019,2270189475,214725.2495
206026,11019,2270200494,214725.2495
206024,11002,2266676048,286077.3424
206025,11002,2266687050,286077.3424
204964,11002,2255013928,286077.3424
204965,11002,2255024930,286077.3424
203904,11002,2243351808,286077.3424
203905,11002,2243362810,286077.3424
202844,11002,2231689688,286077.3424
202845,11002,2231700690,286077.3424
201790,11038,2227358020,38650.09099
201791,11038,2227369058,38650.09099
201791,11038,2227369058,38650.09099
201792,11038,2227380096,38650.09099
208147,11019,2293571793,214725.2495
207087,11019,2281891653,214725.2495
207088,11019,2281902672,214725.2495
209206,11019,2305240914,214725.2495
209207,11019,2305251933,214725.2495
209208,11019,2305262952,214725.2495
208147,11019,2293571793,214725.2495
209208,11010,2303380080,46357.97434
209209,11010,2303391090,46357.97434
209210,11010,2303402100,46357.97434
210240,11046,2322311040,220139.2207
210240,11046,2322311040,220139.2207
213418,11042,2356561556,161873.2151
212358,11042,2344857036,161873.2151
212359,11042,2344868078,161873.2151
211299,11042,2333163558,161873.2151
210240,11042,2321470080,161873.2151
216594,11042,2391630948,161873.2151
215535,11042,2379937470,161873.2151
214476,11042,2368243992,161873.2151
214477,11042,2368255034,161873.2151
213417,11042,2356550514,161873.2151
213418,11042,2356561556,161873.2151
216594,11042,2391630948,161873.2151
216595,11042,2391641990,161873.2151
216594,11042,2391630948,161873.2151
216595,11042,2391641990,161873.2151
210246,11028,2318592888,191653.2436
210247,11028,2318603916,191653.2436
210247,11028,2318603916,191653.2436
210248,11028,2318614944,191653.2436
210248,11028,2318614944,191653.2436
210248,11028,2318614944,191653.2436
210249,11028,2318625972,191653.2436
210249,11028,2318625972,191653.2436
210250,11028,2318637000,191653.2436
210251,11028,2318648028,191653.2436
209192,11028,2306969376,191653.2436
211312,11028,2330348736,191653.2436
210252,11028,2318659056,191653.2436
210253,11028,2318670084,191653.2436
212371,11039,2344363469,133958.4501
211312,11039,2332673168,133958.4501
219771,11042,2426711382,161873.2151
218712,11042,2415017904,161873.2151
217653,11042,2403324426,161873.2151
216594,11042,2391630948,161873.2151
221889,11027,2446770003,248331.5787
220830,11027,2435092410,248331.5787
219770,11027,2423403790,248331.5787
219771,11027,2423414817,248331.5787
221891,11027,2446792057,248331.5787
221892,11027,2446803084,248331.5787
221893,11044,2450586292,69003.97308
221892,11027,2446803084,248331.5787
221893,11027,2446814111,248331.5787
221893,11044,2450586292,69003.97308
221893,11044,2450586292,69003.97308
221894,11044,2450597336,69003.97308
221894,11044,2450597336,69003.97308
221893,11044,2450586292,69003.97308
224006,11027,2470114162,248331.5787
224007,11027,2470125189,248331.5787
222948,11027,2458447596,248331.5787
222948,11027,2458447596,248331.5787
225064,11027,2481780728,248331.5787
224005,11027,2470103135,248331.5787
224006,11027,2470114162,248331.5787
222948,11027,2458447596,248331.5787
222949,11027,2458458623,248331.5787
222950,11027,2458469650,248331.5787
221891,11027,2446792057,248331.5787
221892,11027,2446803084,248331.5787
221894,11044,2450597336,69003.97308
220835,11044,2438901740,69003.97308
220836,11044,2438912784,69003.97308
220837,11044,2438923828,69003.97308
220838,11011,2431647218,103965.8025
220837,11044,2438923828,69003.97308
220838,11044,2438934872,69003.97308
220840,11007,2430785880,289368.9976
220838,11011,2431647218,103965.8025
220839,11011,2431658229,103965.8025
220840,11011,2431669240,103965.8025
220840,11007,2430785880,289368.9976
220841,11007,2430796887,289368.9976
221900,11007,2442453300,289368.9976
221901,11007,2442464307,289368.9976
221902,11007,2442475314,289368.9976
220841,11007,2430796887,289368.9976
217667,11007,2395860669,289368.9976
216608,11007,2384204256,289368.9976
215549,11007,2372547843,289368.9976
213430,11028,2353706040,191653.2436
215549,11039,2379445411,133958.4501
214489,11039,2367744071,133958.4501
214490,11039,2367755110,133958.4501
213430,11039,2356053770,133958.4501
212371,11039,2344363469,133958.4501
218726,11007,2407517082,289368.9976
217667,11007,2395860669,289368.9976
221902,11007,2442475314,289368.9976
220843,11007,2430818901,289368.9976
219784,11007,2419162488,289368.9976
219785,11007,2419173495,289368.9976
218726,11007,2407517082,289368.9976
221902,11007,2442475314,289368.9976
221903,11007,2442486321,289368.9976
221902,11007,2442475314,289368.9976
221903,11007,2442486321,289368.9976
221903,11007,2442486321,289368.9976
221903,11007,2442486321,289368.9976
221904,11007,2442497328,289368.9976
220844,11007,2430829908,289368.9976
220845,11007,2430840915,289368.9976
221904,11005,2442053520,263388.3692
221905,11005,2442064525,263388.3692
219790,11004,2418569160,145522.1248
219791,11004,2418580164,145522.1248
218732,11004,2406926928,145522.1248
219790,11005,2418788950,263388.3692
221906,11005,2442075530,263388.3692
221907,11005,2442086535,263388.3692
220848,11005,2430432240,263388.3692
220849,11005,2430443245,263388.3692
219790,11005,2418788950,263388.3692
221905,11005,2442064525,263388.3692
221906,11005,2442075530,263388.3692
222961,11007,2454131727,289368.9976
221902,11007,2442475314,289368.9976
222962,11007,2454142734,289368.9976
221903,11007,2442486321,289368.9976
224020,11007,2465788140,289368.9976
222961,11007,2454131727,289368.9976
225080,11007,2477455560,289368.9976
224020,11007,2465788140,289368.9976
224021,11007,2465799147,289368.9976
225080,11007,2477455560,289368.9976
225080,11007,2477455560,289368.9976
227199,11009,2501233791,82388.36505
226140,11009,2489575260,82388.36505
226139,11007,2489111973,289368.9976
226140,11007,2489122980,289368.9976
225080,11007,2477455560,289368.9976
221911,11004,2441908644,145522.1248
220851,11004,2430244404,145522.1248
220852,11004,2430255408,145522.1248
219791,11004,2418580164,145522.1248
219792,11004,2418591168,145522.1248
218732,11004,2406926928,145522.1248
221911,11005,2442130555,263388.3692
220851,11005,2430465255,263388.3692
220852,11005,2430476260,263388.3692
221911,11004,2441908644,145522.1248
221912,11004,2441919648,145522.1248
221912,11004,2441919648,145522.1248
221912,11004,2441919648,145522.1248
221912,11005,2442141560,263388.3692
221913,22006,4883417478,147048.1462
221914,22006,4883439484,147048.1462
221913,11004,2441930652,145522.1248
221912,11005,2442141560,263388.3692
221913,11005,2442152565,263388.3692
221915,22006,4883461490,147048.1462
221914,22006,4883439484,147048.1462
221915,22006,4883461490,147048.1462
197568,16017,3164446656,183458.6405
197568,16017,3164446656,183458.6405
197568,16017,3164446656,183458.6405
197569,16017,3164462673,183458.6405
209211,16031,3353861541,87736.14425
209212,16031,3353877572,87736.14425
208153,16031,3336900743,87736.14425
208154,16031,3336916774,87736.14425
209210,11010,2303402100,46357.97434
209211,11010,2303413110,46357.97434
208154,16031,3336916774,87736.14425
208155,16031,3336932805,87736.14425
208156,16031,3336948836,87736.14425
208157,16031,3336964867,87736.14425
209217,22001,4602983217,237257.9304
209218,22001,4603005218,237257.9304
208157,22001,4579662157,237257.9304
208158,22001,4579684158,237257.9304
202869,15001,3043237869,186332.2233
202870,15001,3043252870,186332.2233
197579,15014,2966451106,181596.5884
198638,15001,2979768638,186332.2233
197579,15001,2963882579,186332.2233
199697,15001,2995654697,186332.2233
198638,15001,2979768638,186332.2233
199697,15001,2995654697,186332.2233
201814,15001,3027411814,186332.2233
200755,15001,3011525755,186332.2233
200756,15001,3011540756,186332.2233
199697,15001,2995654697,186332.2233
202870,15001,3043252870,186332.2233
202871,15001,3043267871,186332.2233
202872,15001,3043282872,186332.2233
201811,15001,3027366811,186332.2233
201812,15001,3027381812,186332.2233
201813,15001,3027396813,186332.2233
201814,15001,3027411814,186332.2233
201814,15001,3027411814,186332.2233
203932,15003,3059591796,193088.1139
202873,15003,3043703619,193088.1139
201814,15003,3027815442,193088.1139
201814,15001,3027411814,186332.2233
206050,15003,3091368150,193088.1139
204991,15003,3075479973,193088.1139
204992,15003,3075494976,193088.1139
203932,15003,3059591796,193088.1139
203933,15003,3059606799,193088.1139
210285,15003,3154905855,193088.1139
209226,15003,3139017678,193088.1139
209227,15003,3139032681,193088.1139
208168,15003,3123144504,193088.1139
207109,15003,3107256327,193088.1139
206050,15003,3091368150,193088.1139
212394,22001,4672880394,237257.9304
211335,22001,4649581335,237257.9304
210276,22001,4626282276,237257.9304
209217,22001,4602983217,237257.9304
209218,22001,4603005218,237257.9304
213461,22016,4699557376,399698.0239
212402,22016,4676242432,399698.0239
217691,22016,4792685056,399698.0239
216632,22016,4769370112,399698.0239
216633,22016,4769392128,399698.0239
215573,22016,4746055168,399698.0239
215574,22016,4746077184,399698.0239
214513,22016,4722718208,399698.0239
214514,22016,4722740224,399698.0239
214513,22001,4719500513,237257.9304
213453,22001,4696179453,237257.9304
213454,22001,4696201454,237257.9304
212394,22001,4672880394,237257.9304
214520,22016,4722872320,399698.0239
214520,22016,4722872320,399698.0239
215577,22016,4746143232,399698.0239
215578,22016,4746165248,399698.0239
214519,22016,4722850304,399698.0239
216636,22016,4769458176,399698.0239
217695,22016,4792773120,399698.0239
216636,22016,4769458176,399698.0239
218751,22016,4816022016,399698.0239
217691,22016,4792685056,399698.0239
217692,22016,4792707072,399698.0239
218754,22016,4816088064,399698.0239
218755,22016,4816110080,399698.0239
217695,22016,4792773120,399698.0239
218755,22016,4816110080,399698.0239
219814,22017,4839644838,139495.2225
219814,22016,4839425024,399698.0239
218755,22016,4816110080,399698.0239
219814,22017,4839644838,139495.2225
219815,22017,4839666855,139495.2225
210285,15071,3169205235,178552.3928
210285,15003,3154905855,193088.1139
212402,15071,3201110542,178552.3928
211343,15071,3185150353,178552.3928
211344,15071,3185165424,178552.3928
210285,15071,3169205235,178552.3928
212402,15071,3201110542,178552.3928
212402,22016,4676242432,399698.0239
214520,22016,4722872320,399698.0239
213461,22016,4699557376,399698.0239
213462,22016,4699579392,399698.0239
213463,22016,4699601408,399698.0239
213464,22016,4699623424,399698.0239
213464,13029,2781222456,221309.9126
213464,13029,2781222456,221309.9126
213464,13029,2781222456,221309.9126
213465,13029,2781235485,221309.9126
213466,13029,2781248514,221309.9126
213464,13044,2784424416,153993.478
213465,13044,2784437460,153993.478
213466,13044,2784450504,153993.478
214527,13029,2795072283,221309.9126
213466,13029,2781248514,221309.9126
213467,13029,2781261543,221309.9126
213468,13029,2781274572,221309.9126
213466,13044,2784450504,153993.478
212411,13044,2770689084,153993.478
211352,13044,2756875488,153993.478
214527,13029,2795072283,221309.9126
213468,13029,2781274572,221309.9126
213469,13029,2781287601,221309.9126
213469,13044,2784489636,153993.478
212410,13044,2770676040,153993.478
212411,13044,2770689084,153993.478
214527,13029,2795072283,221309.9126
214528,13029,2795085312,221309.9126
215588,13029,2808896052,221309.9126
214528,13029,2795085312,221309.9126
214529,13029,2795098341,221309.9126
221933,22017,4886298861,139495.2225
221934,22017,4886320878,139495.2225
220874,22017,4862982858,139495.2225
219815,22017,4839666855,139495.2225
224052,22017,4932952884,139495.2225
222993,22017,4909636881,139495.2225
221934,22017,4886320878,139495.2225
225110,22017,4956246870,139495.2225
225111,22017,4956268887,139495.2225
224052,22017,4932952884,139495.2225
238830,11015,2630712450,269167.3958
238831,11015,2630723465,269167.3958
237772,11015,2619058580,269167.3958
237773,11015,2619069595,269167.3958
236714,11015,2607404710,269167.3958
236715,11015,2607415725,269167.3958
235656,11015,2595750840,269167.3958
239889,11015,2642377335,269167.3958
238830,11015,2630712450,269167.3958
240949,11015,2654053235,269167.3958
239889,11015,2642377335,269167.3958
239890,11015,2642388350,269167.3958
240949,11015,2654053235,269167.3958
242008,11015,2665718120,269167.3958
240949,11015,2654053235,269167.3958
242008,11015,2665718120,269167.3958
244129,11015,2689080935,269167.3958
