GRIDCODE,CVENTMUN,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
32618,7069,290206.5718,643.3082245
32619,7069,290206.5718,1683.245647
32620,7069,290206.5718,147.6441635
32620,7051,134001.3637,3958.052196
32621,7051,134001.3637,2967.957314
32626,7051,134001.3637,3153.703096
32630,7003,51483.69286,4843.050256
32630,7051,134001.3637,6204.397848
32631,7003,51483.69286,11920.1205
32631,7051,134001.3637,790.2891622
32632,7003,51483.69286,8784.31982
32647,7057,161141.5486,2571.966447
32648,7057,161141.5486,6519.319225
32649,7057,161141.5486,5108.141126
32650,7057,161141.5486,3444.239726
32651,7057,161141.5486,3694.389932
32651,7057,161141.5486,1306.420907
32651,7057,161141.5486,7806.272212
32652,7057,161141.5486,634.4945899
33676,7069,290206.5718,2655.583782
33676,7069,290206.5718,151.0171657
33677,7069,290206.5718,3261.075705
33678,7069,290206.5718,3069.039835
33680,7051,134001.3637,2379.79905
33681,7051,134001.3637,2213.304302
33685,7051,134001.3637,1293.206806
33686,7051,134001.3637,204.7435616
33686,7051,134001.3637,1710.551008
33686,7051,134001.3637,778.873692
33687,7051,134001.3637,793.418374
33688,7051,134001.3637,6478.631732
33688,7051,134001.3637,2578.891068
33689,7051,134001.3637,1736.602941
33689,7051,134001.3637,973.2783607
33689,7051,134001.3637,1245.111798
33706,7057,161141.5486,2286.89486
33707,7057,161141.5486,5149.955997
33710,7057,161141.5486,4368.112092
33710,7053,18755.14975,226.5999793
33711,7053,18755.14975,6164.425941
33712,7053,18755.14975,2880.225131
34734,7069,290206.5718,4954.768325
34735,7069,290206.5718,4674.241559
34740,7051,134001.3637,1307.070262
34741,7051,134001.3637,3737.360278
34742,7051,134001.3637,468.0587342
34744,7051,134001.3637,766.1849596
34745,7051,134001.3637,4626.424385
34745,7051,134001.3637,11878.6303
34745,7051,134001.3637,1180.867636
34746,7051,134001.3637,4843.238237
34746,7051,134001.3637,3877.260015
34765,7070,35213.01553,1710.017241
34765,7057,161141.5486,3178.585298
34766,7057,161141.5486,3341.695489
34771,7053,18755.14975,6104.897444
34772,7006,67357.3979,2920.609195
34772,7053,18755.14975,3152.891226
35672,20439,132072.0248,1839.64597
35673,20439,132072.0248,6599.075865
35674,20324,119476.0184,5296.037317
35674,20439,132072.0248,1351.77873
35675,20324,119476.0184,1273.997553
35675,20324,119476.0184,2217.623528
35792,7069,290206.5718,3133.551755
35793,7069,290206.5718,2664.020763
35801,7051,134001.3637,3052.957338
35801,7051,134001.3637,183.5390085
35802,7051,134001.3637,1916.630658
35803,7051,134001.3637,16369.72659
35824,7080,31139.57096,1549.049079
35824,7070,35213.01553,230.4186456
35824,7080,31139.57096,2012.516589
35825,7080,31139.57096,4790.237704
35825,7070,35213.01553,3605.593286
35826,7070,35213.01553,2734.788574
35826,7070,35213.01553,1851.341498
35827,7070,35213.01553,6698.262054
35828,7070,35213.01553,3223.047513
35831,7006,67357.3979,696.2424331
35832,7006,67357.3979,5733.646527
35832,7006,67357.3979,2387.171242
36731,20439,132072.0248,8505.836292
36734,20324,119476.0184,6772.03683
36742,20413,226584.7384,1961.445248
36743,20413,226584.7384,2421.943885
36860,7069,290206.5718,4791.017865
36860,7051,134001.3637,1199.90148
36861,7051,134001.3637,9780.716162
36861,7051,134001.3637,4729.539239
36861,7051,134001.3637,1030.1777
36862,7051,134001.3637,586.3880291
36885,7070,35213.01553,2184.868776
36885,7080,31139.57096,4970.982287
36885,7070,35213.01553,2081.37952
36885,7070,35213.01553,582.1683326
36887,7070,35213.01553,3708.367912
36887,7070,35213.01553,1081.243215
36887,7036,27625.94703,1612.979663
36887,7036,27625.94703,3253.638624
36887,7070,35213.01553,4194.447003
36888,7010,15567.30311,5633.765435
36888,7070,35213.01553,1327.071599
36888,7036,27625.94703,1479.274848
36889,7010,15567.30311,6910.74135
36890,7010,15567.30311,259.6591272
36891,7006,67357.3979,9027.181978
37783,20439,132072.0248,2151.897547
37783,20439,132072.0248,44.12322741
37783,20439,132072.0248,78.06651745
37784,20439,132072.0248,6136.904164
37784,20439,132072.0248,383.5042276
37785,20439,132072.0248,6049.734939
37786,20439,132072.0248,5062.292285
37787,20439,132072.0248,6055.295917
37788,20439,132072.0248,6093.436521
37788,20439,132072.0248,105.6249518
37789,20439,132072.0248,6298.053099
37789,20439,132072.0248,166.6261536
37790,20439,132072.0248,584.1251264
37790,20439,132072.0248,5799.589443
37790,20439,132072.0248,4158.001153
37791,20439,132072.0248,1632.479292
37793,20324,119476.0184,5100.53976
37793,20324,119476.0184,1449.662147
37793,20324,119476.0184,1687.365763
37794,20324,119476.0184,4233.671859
37795,20324,119476.0184,5587.75842
37796,20324,119476.0184,2084.987478
37801,20413,226584.7384,6859.767288
37918,7069,290206.5718,13616.69802
37919,7069,290206.5718,8461.869382
37943,7080,31139.57096,4987.409985
37944,7080,31139.57096,3033.913371
37946,7036,27625.94703,6652.385662
37950,7006,67357.3979,6500.859008
38839,20439,132072.0248,1302.398368
38840,20439,132072.0248,8164.107277
38841,20439,132072.0248,6001.023714
38842,20439,132072.0248,3974.160832
38843,20439,132072.0248,7081.134574
38845,20439,132072.0248,1532.572966
38850,20439,132072.0248,1499.861362
38850,20439,132072.0248,3307.310493
38850,20439,132072.0248,4471.948298
38851,20324,119476.0184,1913.377892
38851,20439,132072.0248,4097.534439
38852,20324,119476.0184,5309.734583
38852,20324,119476.0184,1457.461861
38852,20324,119476.0184,885.0510981
38852,20324,119476.0184,2159.169805
38853,20324,119476.0184,2075.038409
38853,20324,119476.0184,2851.399855
38854,20324,119476.0184,850.7404597
38855,20324,119476.0184,5674.641102
38856,20324,119476.0184,6506.229368
38857,20413,226584.7384,110.6525649
38857,20324,119476.0184,6824.567809
38858,20413,226584.7384,4795.480804
38860,20413,226584.7384,9427.919589
38968,7069,290206.5718,3152.285138
38975,7069,290206.5718,8111.288482
38976,7069,290206.5718,14238.39795
38977,7069,290206.5718,732.3852403
39001,7080,31139.57096,335.0512396
39002,7080,31139.57096,4904.323939
39002,7080,31139.57096,2255.579812
39005,7036,27625.94703,2800.576126
39005,7036,27625.94703,4471.88789
39009,7010,15567.30311,1726.348695
39009,7006,67357.3979,4566.273368
39895,20401,100577.8702,5557.891314
39896,20401,100577.8702,6813.244442
39897,20401,100577.8702,6197.130356
39898,20401,100577.8702,1192.181205
39898,20439,132072.0248,2263.953984
39898,20401,100577.8702,1421.243638
39898,20401,100577.8702,5814.792171
39902,20439,132072.0248,7852.87373
39912,20324,119476.0184,6388.83668
39917,20413,226584.7384,2060.154814
39918,20413,226584.7384,6924.508555
39918,20413,226584.7384,51.19106822
39918,20413,226584.7384,2607.923926
39918,20413,226584.7384,164.0982831
39919,20413,226584.7384,4282.564456
39919,20413,226584.7384,5244.89569
39923,20413,226584.7384,267.8112744
39924,20413,226584.7384,1546.715431
39924,20413,226584.7384,4276.91373
40027,7069,290206.5718,6271.298982
40032,7069,290206.5718,2038.607406
40033,7069,290206.5718,14067.25329
40034,7069,290206.5718,7469.958984
40060,7080,31139.57096,1248.6821
40061,7080,31139.57096,1051.824855
40063,7036,27625.94703,4941.932849
40063,7011,19535.26215,716.2335449
40064,7036,27625.94703,2413.271732
40067,7006,67357.3979,1843.702041
40068,7010,15567.30311,1036.789827
40068,7006,67357.3979,4939.371265
40951,20401,100577.8702,6062.465529
40952,20401,100577.8702,6200.766864
40953,20401,100577.8702,6195.678413
40954,20401,100577.8702,707.9999432
40957,20401,100577.8702,6799.594984
40961,20439,132072.0248,2894.542557
40962,20439,132072.0248,5094.478226
40971,20324,119476.0184,6308.822274
40976,20413,226584.7384,2058.532468
40977,20413,226584.7384,7087.104161
40978,20413,226584.7384,2304.251797
40979,20413,226584.7384,6329.718116
40979,20413,226584.7384,5050.412873
40980,20413,226584.7384,736.8573079
40980,20413,226584.7384,6112.880481
40980,20413,226584.7384,715.6091873
40981,20413,226584.7384,6608.761755
40982,20413,226584.7384,621.904959
40982,20413,226584.7384,5910.111706
40982,20413,226584.7384,14396.69345
40982,20413,226584.7384,5296.393418
40983,20413,226584.7384,3094.549344
40983,20413,226584.7384,8949.74587
40984,20413,226584.7384,19011.37811
40985,20413,226584.7384,3241.78306
40985,20413,226584.7384,3444.250739
41086,7069,290206.5718,5926.132224
41087,7069,290206.5718,1906.440495
41090,7069,290206.5718,8528.273957
41091,7069,290206.5718,13003.81379
41122,7011,19535.26215,2116.006769
41122,7011,19535.26215,1552.14905
41122,7011,19535.26215,1506.954145
41123,7011,19535.26215,959.8918605
41125,7006,67357.3979,3056.444586
41125,7006,67357.3979,209.3881277
41126,7006,67357.3979,7717.405523
42008,20401,100577.8702,754.2156024
42009,20401,100577.8702,2545.215165
42009,20401,100577.8702,5688.989884
42010,20401,100577.8702,977.5224794
42010,20401,100577.8702,13.73188114
42010,20401,100577.8702,6594.835077
42016,20401,100577.8702,5794.642812
42017,20401,100577.8702,546.6509266
42021,20439,132072.0248,3438.032589
42021,20509,5890.779614,697.390769
42022,20509,5890.779614,5193.388845
42029,20324,119476.0184,177.4701068
42030,20324,119476.0184,6317.559716
42035,20413,226584.7384,7216.74724
42038,20413,226584.7384,6562.99733
42042,20413,226584.7384,3487.613174
42043,20413,226584.7384,7223.693493
42044,20413,226584.7384,2257.698666
42044,20413,226584.7384,885.7559454
42044,20266,109116.1132,817.1226959
42044,20413,226584.7384,6646.110806
42045,20266,109116.1132,2324.978744
42146,7069,290206.5718,3236.925445
42146,7069,290206.5718,2002.134064
42147,7069,290206.5718,411.2509903
42148,7069,290206.5718,14306.70666
42149,7069,290206.5718,6524.419519
42182,7011,19535.26215,1271.222561
42182,7011,19535.26215,1097.266806
42184,7006,67357.3979,4096.409685
42184,7006,67357.3979,2387.455418
42185,7006,67357.3979,228.6071604
42188,7006,67357.3979,335.6795329
43065,20318,103895.9781,623.6167286
43066,20318,103895.9781,6573.702477
43066,20318,103895.9781,609.6458289
43067,20401,100577.8702,3051.677387
43067,20318,103895.9781,1981.910878
43067,20318,103895.9781,1826.480419
43067,20318,103895.9781,3367.551977
43069,20401,100577.8702,6426.395765
43070,20401,100577.8702,4984.852155
43088,20324,119476.0184,1633.319418
43089,20324,119476.0184,4598.741759
43094,20413,226584.7384,1079.397809
43094,20413,226584.7384,5167.432549
43097,20413,226584.7384,7395.41125
43103,20266,109116.1132,3457.762756
43104,20266,109116.1132,4395.81961
43105,20266,109116.1132,2802.337077
43105,20307,110558.456,3107.778007
43105,20307,110558.456,1140.327124
43205,7069,290206.5718,540.3616763
43205,7069,290206.5718,964.4032948
43205,7069,290206.5718,1108.067863
43205,7069,290206.5718,8531.499834
43205,7069,290206.5718,1014.846389
43206,7069,290206.5718,6402.211871
43206,7069,290206.5718,153.1784623
43244,7034,118730.4676,1610.423479
43244,7006,67357.3979,4508.831296
43247,7006,67357.3979,1358.312929
43248,7006,67357.3979,2209.715517
44124,20318,103895.9781,7051.337082
44125,20318,103895.9781,6035.929347
44126,20318,103895.9781,1159.056565
44129,20401,100577.8702,3785.630714
44130,20401,100577.8702,6450.521502
44146,20012,32243.02168,69.4679272
44147,20324,119476.0184,991.6963691
44147,20012,32243.02168,353.8736347
44147,20324,119476.0184,8604.705224
44152,20324,119476.0184,505.3656324
44153,20413,226584.7384,2647.556666
44153,20324,119476.0184,3822.805637
44155,20266,109116.1132,534.7462522
44155,20413,226584.7384,5162.400847
44155,20266,109116.1132,462.7794568
44155,20324,119476.0184,1764.160095
44155,20266,109116.1132,337.3859068
44156,20413,226584.7384,4900.907018
44156,20266,109116.1132,1463.036157
44156,20266,109116.1132,2482.626386
44164,20307,110558.456,1117.047559
44164,20307,110558.456,1965.274746
44164,20307,110558.456,863.079406
44164,20307,110558.456,6335.104877
44165,20307,110558.456,7353.924185
44166,20307,110558.456,1030.404412
44262,7069,290206.5718,10507.41584
44263,7069,290206.5718,13425.02869
44264,7069,290206.5718,6664.12398
44301,7034,118730.4676,3869.479872
44301,7011,19535.26215,2494.895066
44302,7034,118730.4676,8019.204183
44303,7034,118730.4676,3960.235008
44303,7034,118730.4676,2153.497668
44303,7034,118730.4676,335.9389399
44307,7034,118730.4676,705.5409248
44307,7006,67357.3979,2634.0898
44308,7034,118730.4676,2893.967818
44308,7034,118730.4676,352.6762426
45182,20318,103895.9781,7402.214482
45183,20318,103895.9781,2695.855375
45183,20318,103895.9781,2049.103358
45184,20318,103895.9781,6230.584672
45185,20318,103895.9781,629.1131902
45205,20071,34146.39211,2306.160836
45205,20012,32243.02168,311.7150755
45206,20071,34146.39211,3631.232125
45206,20012,32243.02168,566.862183
45211,20324,119476.0184,244.0697779
45213,20413,226584.7384,774.2012228
45213,20324,119476.0184,5096.196188
45214,20413,226584.7384,152.7532245
45214,20324,119476.0184,501.3470152
45215,20266,109116.1132,4198.011736
45216,20266,109116.1132,6730.854995
45217,20266,109116.1132,2997.849246
45222,20266,109116.1132,6338.992649
45223,20266,109116.1132,500.21572
45223,20307,110558.456,3814.448866
45225,20307,110558.456,5491.382717
45225,20307,110558.456,431.168525
45226,20307,110558.456,6125.957039
45227,20307,110558.456,5622.494795
45311,7097,440323.7413,1889.431134
45312,7097,440323.7413,1015.224411
45319,7069,290206.5718,11011.60051
45320,7069,290206.5718,13310.60888
45321,7069,290206.5718,2620.067401
45359,7034,118730.4676,1210.08611
45359,7011,19535.26215,5786.570445
45360,7034,118730.4676,48.75319677
45360,7011,19535.26215,2034.071901
45362,7034,118730.4676,8524.021957
45366,7034,118730.4676,914.9757591
45367,7034,118730.4676,2487.061633
45367,7034,118730.4676,4240.938013
45367,7034,118730.4676,640.0561546
46232,20334,235050.1015,4527.933446
46233,20334,235050.1015,6213.990407
46234,20334,235050.1015,6788.186298
46235,20334,235050.1015,6198.694563
46236,20334,235050.1015,6721.700076
46237,20334,235050.1015,7895.596612
46238,20334,235050.1015,6467.154149
46239,20334,235050.1015,4497.937864
46239,20318,103895.9781,2088.701985
46240,20318,103895.9781,6806.641757
46241,20318,103895.9781,428.0387392
46243,20318,103895.9781,6790.812364
46264,20071,34146.39211,1677.894809
46264,20012,32243.02168,787.3179388
46264,20012,32243.02168,1334.094992
46265,20071,34146.39211,515.9524575
46265,20071,34146.39211,866.5638563
46265,20012,32243.02168,3871.632891
46267,20071,34146.39211,1234.783348
46267,20071,34146.39211,3048.152495
46272,20413,226584.7384,305.3226825
46272,20324,119476.0184,6.481575848
46273,20413,226584.7384,5766.98165
46273,20324,119476.0184,303.3483118
46276,20266,109116.1132,1508.709582
46276,20266,109116.1132,2722.938921
46276,20266,109116.1132,4303.044542
46277,20266,109116.1132,7113.810294
46278,20266,109116.1132,1503.266632
46281,20266,109116.1132,7037.945281
46286,20307,110558.456,1710.022889
46287,20307,110558.456,7931.434606
46288,20307,110558.456,776.5851453
46288,20307,110558.456,3975.486317
46369,7097,440323.7413,3079.716977
46370,7097,440323.7413,1872.724208
46376,7069,290206.5718,10020.69521
46377,7069,290206.5718,13604.26438
46378,7069,290206.5718,3069.603155
46404,7117,170.0310003,170.0310003
46417,7034,118730.4676,737.3256991
46417,7030,61927.63081,1701.097875
46418,7034,118730.4676,3864.969507
46418,7030,61927.63081,754.5827882
46421,7034,118730.4676,534.5539397
46422,7034,118730.4676,6952.681874
46423,7034,118730.4676,6484.491542
46424,7034,118730.4676,6527.056473
46425,7034,118730.4676,5854.08476
46425,7034,118730.4676,884.4023383
46425,7034,118730.4676,3155.043728
46426,7034,118730.4676,2394.640015
47286,20334,235050.1015,7336.446499
47287,20334,235050.1015,8.140914104
47287,20334,235050.1015,428.2251516
47290,20334,235050.1015,5302.307892
47291,20334,235050.1015,3050.854195
47302,20318,103895.9781,4803.888292
47302,20318,103895.9781,670.709095
47302,20318,103895.9781,2308.82124
47302,20318,103895.9781,2015.946419
47303,20318,103895.9781,1170.251356
47303,20318,103895.9781,443.9022114
47303,20318,103895.9781,6505.322851
47304,20318,103895.9781,6428.79508
47305,20318,103895.9781,6593.754529
47306,20318,103895.9781,1111.103112
47324,20071,34146.39211,1581.213665
47324,20012,32243.02168,999.1092831
47324,20071,34146.39211,7850.707042
47324,20012,32243.02168,4537.644094
47325,20071,34146.39211,210.0778485
47325,20012,32243.02168,393.9586877
47325,20071,34146.39211,668.8998282
47325,20012,32243.02168,191.407704
47325,20071,34146.39211,8366.139865
47325,20012,32243.02168,121.2266839
47326,20071,34146.39211,2188.613886
47332,20413,226584.7384,4976.831152
47337,20266,109116.1132,6312.100163
47338,20266,109116.1132,5611.447036
47338,20266,109116.1132,1254.401855
47338,20266,109116.1132,1027.524129
47339,20266,109116.1132,6797.725097
47339,20266,109116.1132,519.3853674
47340,20266,109116.1132,3645.526667
47343,20307,110558.456,530.2893151
47347,20307,110558.456,1685.940358
47348,20307,110558.456,6444.716142
47349,20307,110558.456,6834.386714
47350,20307,110558.456,1554.957109
47426,7097,440323.7413,761.341222
47427,7097,440323.7413,3698.660515
47428,7097,440323.7413,842.6384861
47433,7097,440323.7413,441.6742148
47433,7069,290206.5718,2308.083718
47434,7069,290206.5718,14566.68899
47435,7069,290206.5718,4549.166833
47474,7030,61927.63081,1346.096183
47474,7030,61927.63081,1043.749043
47475,7030,61927.63081,6918.960488
47476,7030,61927.63081,5658.094915
47481,7034,118730.4676,199.1181735
47485,7034,118730.4676,7011.868843
48344,20334,235050.1015,5431.551279
48345,20334,235050.1015,6599.042523
48346,20334,235050.1015,6120.354138
48346,20334,235050.1015,451.2779301
48346,20334,235050.1015,298.7247201
48346,20334,235050.1015,371.6153568
48347,20334,235050.1015,6154.468944
48348,20334,235050.1015,1791.637456
48348,20334,235050.1015,4255.750578
48348,20334,235050.1015,1306.528676
48349,20334,235050.1015,570.190722
48349,20334,235050.1015,2706.907777
48349,20334,235050.1015,298.4311582
48349,20334,235050.1015,2659.554728
48361,20318,103895.9781,3061.785822
48362,20318,103895.9781,1540.744796
48362,20318,103895.9781,1660.551748
48362,20318,103895.9781,1230.104275
48362,20153,49219.5487,1672.302519
48381,20012,32243.02168,6599.955268
48381,20085,34994.95952,1523.432164
48382,20012,32243.02168,7818.810726
48383,20012,32243.02168,3749.84132
48397,20266,109116.1132,6361.535141
48409,20307,110558.456,5769.806076
48410,20307,110558.456,4454.624582
48483,7097,440323.7413,949.6948122
48484,7097,440323.7413,1063.218381
48484,7097,440323.7413,2897.070036
48485,7097,440323.7413,2685.505504
48492,7097,440323.7413,14817.14517
48516,7008,28390.14949,656.9760482
48517,7008,28390.14949,1525.423514
48533,7030,61927.63081,4255.768429
48544,7034,118730.4676,6188.838303
48545,7034,118730.4676,1953.153437
49402,20334,235050.1015,8687.890722
49403,20334,235050.1015,1901.092661
49407,20334,235050.1015,1393.351783
49408,20334,235050.1015,6410.616813
49421,20153,49219.5487,11361.44457
49437,20085,34994.95952,5295.764744
49438,20085,34994.95952,1545.637292
49438,20085,34994.95952,2568.097709
49440,20012,32243.02168,536.1033631
49440,20085,34994.95952,757.4307756
49440,20254,89716.36823,1528.032417
49440,20085,34994.95952,4420.698289
49440,20254,89716.36823,3378.952112
49440,20306,29610.78501,1020.778085
49456,20266,109116.1132,2712.63423
49457,20266,109116.1132,3085.079208
49457,20266,109116.1132,1427.033044
49469,20307,110558.456,7146.732607
49470,20453,40276.94634,1484.123224
49471,20453,40276.94634,1690.797624
49471,20453,40276.94634,4315.350652
49472,20453,40276.94634,6323.240115
49473,20453,40276.94634,6284.564257
49474,20453,40276.94634,6170.345505
49475,20453,40276.94634,7906.805704
49476,20453,40276.94634,3788.7743
49541,7097,440323.7413,5447.159948
49542,7097,440323.7413,6130.443431
49548,7097,440323.7413,468.8847662
